timestamp,source_ip_address,destination_ip_address,source_port,destination_port,protocol,packet_length,packet_type,traffic_type,malware_indicators,anomaly_scores,alerts_warnings,attack_type,attack_signature,action_taken,severity_level,user_information,device_information,network_segment,geo_location_data,proxy_information,firewall_logs,ids_ips_alerts,log_source
2023-08-05 21:35:09,147.167.82.175,61.229.43.10,38756,63748,UDP,283,Control,FTP,No IoC Detected,12.32,No Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Rania Loyal,Mozilla/5.0 (Windows NT 5.2; gu-IN; rv:1.9.2.20) Gecko/9283-12-13 16:19:24 Firefox/3.6.8,Segment A,"Jamalpur, Chhattisgarh",?,No Log Data,Alert Data,Server
2020-10-20 16:20:42,136.235.79.185,204.95.0.114,54224,15984,ICMP,430,Data,FTP,IoC Detected,20.22,Alert Triggered,DDoS,Known Pattern B,Ignored,High,Vedika Sarin,Opera/9.11.(Windows NT 5.2; unm-US) Presto/2.9.161 Version/11.00,Segment A,"Ichalkaranji, Odisha",?,Log Data,Alert Data,Firewall
2021-04-02 22:01:44,48.48.240.73,95.176.19.101,22489,53485,TCP,1192,Control,DNS,No IoC Detected,54.47,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Tushar Deo,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; eu-ES) AppleWebKit/533.14.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6533.14.6",Segment A,"Bhiwani, Uttarakhand",33.150.120.71,No Log Data,Alert Data,Server
2020-11-09 09:48:48,44.15.9.227,90.210.76.251,22431,62049,UDP,1402,Data,HTTP,No IoC Detected,89.87,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Misha Varma,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.1),Segment C,"Tumkur, Andhra Pradesh",189.81.196.53,Log Data,Alert Data,Server
2020-09-12 12:47:12,79.193.180.77,181.104.238.23,58593,58987,UDP,1285,Data,HTTP,No IoC Detected,36.2,No Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Uthkarsh Kunda,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/5.1),Segment A,"Hubli–Dharwad, Rajasthan",?,No Log Data,No Alert Data,Server
2021-06-26 15:22:39,208.14.157.104,12.134.228.70,10475,14746,TCP,664,Data,HTTP,No IoC Detected,89.85,No Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Sara Chawla,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_8 rv:3.0; hi-IN) AppleWebKit/534.24.5 (KHTML, like Gecko) Version/4.0.1 Safari/534.24.5",Segment B,"Dewas, Chhattisgarh",?,No Log Data,Alert Data,Firewall
2021-06-22 15:18:48,199.161.90.124,178.53.80.143,43349,64818,ICMP,1400,Data,FTP,No IoC Detected,69.8,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Pari Gola,Mozilla/5.0 (Android 4.2.2; Mobile; rv:57.0) Gecko/57.0 Firefox/57.0,Segment C,"Howrah, Meghalaya",80.186.182.232,Log Data,Alert Data,Firewall
2021-09-10 11:26:05,113.239.129.110,75.71.3.68,53767,20031,ICMP,1498,Data,DNS,IoC Detected,73.34,No Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Kimaya Vala,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.31.4 (KHTML, like Gecko) Version/5.1 Safari/534.31.4",Segment C,"Bareilly, Assam",193.234.243.16,Log Data,No Alert Data,Firewall
2021-07-15 10:14:17,144.120.174.129,164.252.111.34,51837,8250,ICMP,1283,Data,DNS,No IoC Detected,96.6,No Alert Triggered,Intrusion,Known Pattern B,Blocked,Low,Badal Badal,"Mozilla/5.0 (iPhone; CPU iPhone OS 5_1_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/18.9h4063.0 Mobile/84V398 Safari/536.1",Segment A,"Katni, Madhya Pradesh",?,No Log Data,No Alert Data,Server
2022-12-31 02:33:12,53.249.192.11,169.20.19.246,40589,56135,ICMP,1422,Control,HTTP,IoC Detected,58.61,No Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Nakul Kara,Opera/9.86.(X11; Linux x86_64; rw-RW) Presto/2.9.185 Version/10.00,Segment B,"South Dumdum, Mizoram",131.177.54.214,Log Data,Alert Data,Firewall
2023-08-26 19:19:48,31.169.8.58,173.219.168.230,18334,65209,ICMP,460,Data,HTTP,IoC Detected,45.07,Alert Triggered,DDoS,Known Pattern A,Ignored,Medium,Onkar Anne,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; mag-IN) AppleWebKit/534.19.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6534.19.5",Segment A,"Gandhinagar, Jharkhand",?,Log Data,Alert Data,Firewall
2020-02-02 21:38:11,109.51.143.14,151.140.23.120,47002,15384,UDP,554,Data,DNS,IoC Detected,27.84,No Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Aarav Acharya,Opera/9.49.(Windows NT 5.2; mt-MT) Presto/2.9.171 Version/11.00,Segment A,"Sambhal, Maharashtra",182.218.132.118,No Log Data,No Alert Data,Firewall
2021-11-08 22:42:02,138.99.54.175,109.169.33.21,36931,23011,TCP,343,Data,DNS,IoC Detected,28.11,No Alert Triggered,DDoS,Known Pattern B,Blocked,High,Bhamini Hans,Opera/8.45.(Windows NT 4.0; ko-KR) Presto/2.9.189 Version/11.00,Segment A,"Mau, Nagaland",?,Log Data,Alert Data,Firewall
2020-12-26 17:11:32,218.81.143.40,222.110.235.70,29096,63067,UDP,376,Control,FTP,IoC Detected,32.72,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Kiaan Bhatt,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 4.0; Trident/5.1),Segment C,"Bareilly, Assam",?,Log Data,No Alert Data,Server
2020-07-26 08:15:54,186.228.43.116,28.117.50.239,49344,32083,TCP,655,Data,FTP,IoC Detected,7.21,Alert Triggered,Intrusion,Known Pattern A,Blocked,Low,Jayan Gaba,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 4.0; Trident/3.0),Segment C,"Jamalpur, Madhya Pradesh",?,Log Data,No Alert Data,Server
2021-04-28 15:07:57,196.196.110.12,119.205.14.26,41890,31873,UDP,255,Data,FTP,No IoC Detected,27.42,No Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Sana Goyal,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.33.6 (KHTML, like Gecko) Version/4.0 Safari/532.33.6",Segment A,"Saharsa, Uttarakhand",?,No Log Data,No Alert Data,Firewall
2021-07-15 15:31:41,87.239.157.252,62.196.145.66,61257,7696,ICMP,1230,Data,DNS,No IoC Detected,42.28,Alert Triggered,DDoS,Known Pattern B,Logged,High,Vaibhav Kala,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_0; rv:1.9.4.20) Gecko/6649-01-12 13:10:44 Firefox/3.6.12,Segment B,"Vasai-Virar, Odisha",?,Log Data,No Alert Data,Firewall
2020-12-08 05:54:50,44.31.225.214,1.101.24.101,6809,18041,ICMP,677,Control,HTTP,No IoC Detected,43.56,Alert Triggered,Malware,Known Pattern B,Ignored,High,Prerak Bhasin,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.0),Segment B,"Bhavnagar, Gujarat",126.255.181.85,No Log Data,Alert Data,Firewall
2020-11-24 21:43:31,187.220.15.217,156.126.189.177,21760,61444,UDP,768,Data,FTP,IoC Detected,97.57,No Alert Triggered,DDoS,Known Pattern B,Ignored,High,Bhamini Bhagat,Opera/9.83.(X11; Linux x86_64; mk-MK) Presto/2.9.171 Version/11.00,Segment A,"Ratlam, Tamil Nadu",?,No Log Data,No Alert Data,Server
2022-05-05 20:23:26,222.207.18.57,156.165.173.26,61520,4989,UDP,281,Control,DNS,IoC Detected,53.75,No Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Adira Kulkarni,Mozilla/5.0 (Android 2.3; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,Segment C,"Ulhasnagar, Tripura",?,No Log Data,No Alert Data,Server
2022-07-19 01:03:31,149.213.207.185,46.9.179.39,16431,8057,ICMP,375,Data,FTP,No IoC Detected,35.82,Alert Triggered,DDoS,Known Pattern B,Logged,Medium,Ivana Bora,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/15.8m1022.0 Mobile/36Q522 Safari/533.1",Segment A,"Rewa, Punjab",190.12.96.122,No Log Data,No Alert Data,Firewall
2020-12-21 21:37:02,75.9.166.171,204.170.253.205,63541,34639,UDP,1232,Data,HTTP,IoC Detected,98.72,No Alert Triggered,DDoS,Known Pattern B,Blocked,High,Eva Bhandari,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; gl-ES) AppleWebKit/532.24.5 (KHTML, like Gecko) Version/3.0.5 Mobile/8B118 Safari/6532.24.5",Segment C,"North Dumdum, Kerala",220.78.21.126,No Log Data,Alert Data,Firewall
2020-02-05 04:11:38,70.113.11.111,114.86.13.119,33273,31741,ICMP,1233,Control,DNS,IoC Detected,32.48,No Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Hunar Chanda,Mozilla/5.0 (Windows NT 6.2; ti-ER; rv:1.9.2.20) Gecko/6439-04-07 03:17:43 Firefox/3.6.2,Segment A,"Satara, Himachal Pradesh",?,Log Data,Alert Data,Server
2023-06-19 02:56:19,175.246.198.98,24.76.94.229,64487,42303,UDP,243,Control,DNS,No IoC Detected,25.17,No Alert Triggered,Malware,Known Pattern A,Blocked,Low,Kartik Swamy,Opera/8.61.(X11; Linux i686; ik-CA) Presto/2.9.190 Version/11.00,Segment B,"Madhyamgram, Nagaland",?,No Log Data,Alert Data,Firewall
2021-01-02 01:15:47,176.227.82.162,174.14.197.23,45307,34777,TCP,87,Control,DNS,IoC Detected,42.25,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Charvi Jayaraman,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/5.0),Segment B,"Darbhanga, Chhattisgarh",170.204.213.31,Log Data,Alert Data,Firewall
2022-04-07 16:05:15,35.117.139.39,140.93.245.246,60898,28727,TCP,1482,Control,HTTP,IoC Detected,78.57,No Alert Triggered,Intrusion,Known Pattern B,Blocked,Medium,Veer Mannan,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/14.1t5466.0 Mobile/59N249 Safari/532.2",Segment A,"Vijayanagaram, Mizoram",90.249.72.20,No Log Data,Alert Data,Server
2021-01-24 04:37:16,169.250.94.213,18.144.209.128,21363,53818,ICMP,1245,Data,DNS,IoC Detected,90.45,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Myra Anand,Opera/8.97.(X11; Linux i686; st-ZA) Presto/2.9.185 Version/12.00,Segment B,"Jamshedpur, Madhya Pradesh",?,Log Data,Alert Data,Server
2021-11-07 03:46:26,222.12.246.91,115.8.196.218,8245,8760,TCP,690,Data,HTTP,IoC Detected,43.88,Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Ehsaan Mane,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),Segment B,"Haldia, West Bengal",159.168.168.254,No Log Data,No Alert Data,Server
2021-12-11 12:14:57,36.170.175.237,204.133.207.133,33087,31996,ICMP,1308,Control,HTTP,No IoC Detected,45.9,Alert Triggered,Intrusion,Known Pattern B,Ignored,Medium,Neelofar Anne,Opera/8.69.(Windows NT 5.0; tl-PH) Presto/2.9.187 Version/11.00,Segment C,"Surat, Meghalaya",124.15.82.8,No Log Data,No Alert Data,Firewall
2020-03-10 12:57:20,200.244.63.119,68.201.125.7,58539,38147,UDP,1130,Control,HTTP,No IoC Detected,35.25,No Alert Triggered,Malware,Known Pattern A,Logged,High,Badal Iyer,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; sw-TZ) AppleWebKit/534.17.4 (KHTML, like Gecko) Version/4.0.5 Mobile/8B114 Safari/6534.17.4",Segment C,"Dehri, Manipur",?,No Log Data,Alert Data,Server
2020-02-29 11:55:32,186.120.59.88,142.113.62.70,61668,39466,UDP,1064,Data,FTP,IoC Detected,40.7,Alert Triggered,Malware,Known Pattern A,Logged,Medium,Jiya Handa,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/5.1),Segment B,"Nagaon, Punjab",?,No Log Data,Alert Data,Server
2020-09-24 19:28:32,40.221.114.210,76.39.112.255,28498,28804,TCP,424,Data,HTTP,IoC Detected,28.96,No Alert Triggered,Malware,Known Pattern A,Logged,Medium,Romil Singhal,"Mozilla/5.0 (iPad; CPU iPad OS 6_1_6 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) FxiOS/14.8x4431.0 Mobile/89G060 Safari/533.0",Segment B,"Kishanganj, Karnataka",182.248.104.34,No Log Data,Alert Data,Server
2023-08-23 17:56:12,34.170.255.135,199.96.205.252,46308,55892,ICMP,1396,Control,HTTP,IoC Detected,93.78,Alert Triggered,DDoS,Known Pattern A,Ignored,Low,Shaan Bhatnagar,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; sr-ME) AppleWebKit/533.40.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6533.40.2",Segment B,"Jamshedpur, Tamil Nadu",126.17.125.171,No Log Data,Alert Data,Server
2020-01-19 10:55:44,33.28.189.102,91.122.70.174,44194,8129,UDP,912,Control,FTP,No IoC Detected,73.75,No Alert Triggered,DDoS,Known Pattern A,Logged,Low,Divyansh Banerjee,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.27.4 (KHTML, like Gecko) Version/5.1 Safari/535.27.4",Segment A,"Kalyan-Dombivli, Jharkhand",175.66.47.84,Log Data,Alert Data,Server
2021-05-22 15:28:03,192.180.138.96,91.62.99.235,46420,35512,ICMP,198,Data,DNS,IoC Detected,72.73,Alert Triggered,DDoS,Known Pattern B,Blocked,Low,Kavya Sarma,"Mozilla/5.0 (Windows 98) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/19.0.883.0 Safari/535.1",Segment A,"Warangal, Uttarakhand",207.76.87.197,Log Data,Alert Data,Firewall
2021-01-29 20:56:19,60.61.229.227,85.254.140.205,57209,22510,UDP,1342,Control,FTP,IoC Detected,76.4,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Gokul Sur,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; de-LU) AppleWebKit/534.16.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6534.16.7",Segment B,"Tinsukia, Himachal Pradesh",74.227.97.224,No Log Data,No Alert Data,Firewall
2021-11-21 12:08:19,18.159.196.99,174.16.80.146,29469,20953,UDP,384,Data,FTP,No IoC Detected,84.87,Alert Triggered,Malware,Known Pattern A,Blocked,Medium,Vanya Dhaliwal,Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1; rv:1.9.3.20) Gecko/3280-12-01 03:03:31 Firefox/14.0,Segment A,"Nashik, Karnataka",?,No Log Data,No Alert Data,Server
2021-06-14 15:49:07,23.124.127.176,155.24.8.80,62345,58891,UDP,860,Data,FTP,IoC Detected,80.98,No Alert Triggered,Intrusion,Known Pattern B,Logged,High,Siya Bobal,"Mozilla/5.0 (Linux; Android 3.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/51.0.868.0 Safari/536.0",Segment B,"Bardhaman, Punjab",?,No Log Data,No Alert Data,Server
2020-11-24 20:30:40,106.147.127.195,33.255.108.189,40214,59450,UDP,605,Control,HTTP,IoC Detected,25.36,No Alert Triggered,DDoS,Known Pattern B,Ignored,Medium,Ahana  Doctor,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_9; rv:1.9.2.20) Gecko/3449-12-12 16:23:42 Firefox/13.0,Segment A,"Bongaigaon, Gujarat",?,Log Data,No Alert Data,Server
2022-09-13 01:53:37,22.187.185.105,60.78.114.158,39963,30286,UDP,1450,Control,FTP,IoC Detected,37.72,Alert Triggered,Malware,Known Pattern A,Logged,Low,Taimur Upadhyay,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.01; Trident/3.0),Segment A,"Guna, Odisha",?,Log Data,Alert Data,Firewall
2021-03-01 04:00:14,192.109.146.184,51.23.152.227,3312,64561,TCP,1203,Control,DNS,IoC Detected,61.25,Alert Triggered,Intrusion,Known Pattern A,Blocked,Medium,Ayesha Dash,Mozilla/5.0 (Windows NT 5.01; ur-PK; rv:1.9.2.20) Gecko/8660-07-02 09:47:38 Firefox/3.6.9,Segment B,"Amravati, Telangana",205.146.56.236,Log Data,No Alert Data,Firewall
2022-01-13 14:07:24,92.175.149.242,202.133.122.3,53346,56219,UDP,1166,Control,FTP,No IoC Detected,55.53,No Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Kaira Buch,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_9 rv:5.0; az-AZ) AppleWebKit/532.12.6 (KHTML, like Gecko) Version/5.1 Safari/532.12.6",Segment B,"Hosur, Goa",163.217.11.72,Log Data,No Alert Data,Server
2021-07-16 07:52:21,2.114.196.190,146.254.161.160,24650,34219,UDP,264,Data,HTTP,No IoC Detected,28.34,No Alert Triggered,Intrusion,Known Pattern A,Ignored,Low,Aaina Mand,Opera/8.84.(X11; Linux x86_64; bhb-IN) Presto/2.9.172 Version/11.00,Segment A,"Mysore, Arunachal Pradesh",42.121.229.156,No Log Data,No Alert Data,Server
2021-05-16 01:32:27,6.168.217.84,137.19.123.123,28511,30758,ICMP,637,Data,FTP,No IoC Detected,68.42,Alert Triggered,Malware,Known Pattern A,Blocked,Low,Lagan Trivedi,Mozilla/5.0 (Windows NT 6.2; st-ZA; rv:1.9.1.20) Gecko/9108-07-22 23:09:42 Firefox/3.6.6,Segment A,"Adoni, Rajasthan",?,Log Data,No Alert Data,Firewall
2020-11-22 20:11:14,86.20.176.248,152.100.28.226,15685,18602,TCP,1079,Data,HTTP,IoC Detected,99.8,No Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Abram Ray,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/534.2.3 (KHTML, like Gecko) Version/4.0 Safari/534.2.3",Segment A,"Hazaribagh, Uttar Pradesh",8.92.56.184,Log Data,No Alert Data,Server
2020-10-23 02:39:20,74.63.82.18,50.250.220.8,26796,55319,TCP,311,Data,FTP,No IoC Detected,93.94,No Alert Triggered,Malware,Known Pattern B,Logged,Medium,Armaan Sanghvi,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/10.8l1019.0 Mobile/31E028 Safari/535.2",Segment C,"Meerut, Chhattisgarh",?,No Log Data,Alert Data,Server
2021-09-30 15:42:06,55.163.225.50,172.168.104.72,8095,42831,UDP,1292,Data,DNS,No IoC Detected,27.22,Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Devansh Kalita,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/48.0.871.0 Safari/535.1",Segment B,"Ahmednagar, West Bengal",114.140.155.204,No Log Data,No Alert Data,Firewall
2022-08-09 15:12:16,110.44.172.144,188.226.168.171,16473,37545,TCP,370,Control,DNS,IoC Detected,44.52,No Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Ayesha Sood,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/532.5.3 (KHTML, like Gecko) Version/4.1 Safari/532.5.3",Segment B,"Gwalior, Uttar Pradesh",68.49.41.59,No Log Data,No Alert Data,Server
2022-07-24 03:42:06,173.227.215.78,137.92.19.178,11011,47784,UDP,921,Control,FTP,No IoC Detected,94.77,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Diya Lall,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/3.1),Segment C,"Srinagar, Assam",?,No Log Data,No Alert Data,Server
2023-09-04 13:10:15,32.23.60.116,64.113.233.139,31001,44407,UDP,927,Data,HTTP,No IoC Detected,93.66,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Diya Halder,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.1),Segment C,"Secunderabad, Meghalaya",?,Log Data,No Alert Data,Server
2021-07-12 15:16:15,112.52.195.130,207.35.162.112,19660,60286,TCP,770,Data,FTP,IoC Detected,48.7,No Alert Triggered,Intrusion,Known Pattern A,Logged,Medium,Chirag Bains,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.41.3 (KHTML, like Gecko) Version/5.0.1 Safari/535.41.3",Segment C,"Ghaziabad, Assam",55.204.218.160,No Log Data,No Alert Data,Firewall
2023-02-15 12:46:27,200.121.171.60,42.132.115.167,33155,38028,TCP,702,Control,HTTP,IoC Detected,1.94,Alert Triggered,DDoS,Known Pattern B,Logged,High,Nitara Sidhu,"Mozilla/5.0 (Windows 95) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/27.0.815.0 Safari/533.2",Segment C,"Tadipatri, Nagaland",?,No Log Data,Alert Data,Server
2022-09-02 12:59:46,44.152.156.62,140.190.94.8,46234,48021,TCP,102,Control,HTTP,IoC Detected,21.47,No Alert Triggered,Malware,Known Pattern A,Ignored,Low,Aradhya Kumar,Opera/8.81.(Windows NT 6.2; nso-ZA) Presto/2.9.174 Version/11.00,Segment A,"Shimoga, Telangana",?,No Log Data,No Alert Data,Firewall
2021-01-26 19:29:04,90.139.90.145,101.167.184.14,28087,8516,TCP,891,Control,DNS,IoC Detected,40.28,No Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Piya Sabharwal,Opera/8.83.(X11; Linux i686; tr-TR) Presto/2.9.184 Version/12.00,Segment A,"Aurangabad, Maharashtra",118.143.236.61,Log Data,No Alert Data,Firewall
2021-05-01 16:48:33,130.56.49.85,148.193.51.81,22671,44020,ICMP,560,Control,DNS,No IoC Detected,8.15,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Farhan Goda,Opera/8.42.(Windows 98; Win 9x 4.90; sid-ET) Presto/2.9.173 Version/11.00,Segment C,"Dehradun, West Bengal",54.135.106.6,Log Data,No Alert Data,Firewall
2022-11-22 10:28:50,168.111.34.79,138.144.193.128,55257,63404,UDP,121,Data,HTTP,IoC Detected,50.38,Alert Triggered,Malware,Known Pattern B,Logged,Low,Nayantara Lalla,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0),Segment C,"Katihar, Uttarakhand",195.119.92.88,No Log Data,No Alert Data,Firewall
2020-04-21 01:07:11,205.230.133.75,106.133.118.105,15387,8058,UDP,1436,Control,FTP,No IoC Detected,68.14,Alert Triggered,Intrusion,Known Pattern B,Blocked,High,Shaan De,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/5.1),Segment A,"Buxar, Assam",105.241.52.247,Log Data,No Alert Data,Server
2020-05-05 23:03:57,131.209.81.213,179.37.236.95,42567,32009,ICMP,587,Control,DNS,IoC Detected,48.57,No Alert Triggered,Malware,Known Pattern A,Ignored,Medium,Lakshay Anand,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/3.1),Segment A,"Mathura, Arunachal Pradesh",49.203.191.72,Log Data,Alert Data,Server
2023-06-18 14:56:04,112.141.191.75,135.164.20.3,54692,31581,ICMP,460,Data,FTP,IoC Detected,29.13,Alert Triggered,Malware,Known Pattern B,Ignored,Medium,Aaryahi Sheth,Mozilla/5.0 (Android 2.2.1; Mobile; rv:9.0) Gecko/9.0 Firefox/9.0,Segment C,"Tumkur, Punjab",16.234.205.242,Log Data,No Alert Data,Server
2022-02-21 15:47:46,215.21.165.203,18.229.3.83,25235,65509,ICMP,283,Data,DNS,No IoC Detected,55.23,Alert Triggered,DDoS,Known Pattern A,Blocked,Low,Sana Hora,Opera/9.97.(X11; Linux x86_64; pa-IN) Presto/2.9.177 Version/11.00,Segment C,"Shivpuri, Tripura",?,Log Data,No Alert Data,Server
2020-08-27 03:43:50,29.129.207.9,141.223.38.6,31090,44197,UDP,582,Control,HTTP,No IoC Detected,98.67,Alert Triggered,Malware,Known Pattern B,Blocked,Low,Piya Kumer,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/531.49.6 (KHTML, like Gecko) Version/5.0 Safari/531.49.6",Segment B,"Motihari, Tripura",?,Log Data,No Alert Data,Server
2020-11-25 18:49:20,183.5.52.252,132.70.147.188,56361,12416,UDP,1266,Data,FTP,IoC Detected,51.51,Alert Triggered,Malware,Known Pattern B,Blocked,Medium,Himmat Mani,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; ik-CA) AppleWebKit/531.8.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B117 Safari/6531.8.3",Segment B,"Raiganj, Karnataka",12.224.19.171,Log Data,No Alert Data,Server
2022-03-16 17:26:37,107.4.57.146,24.162.123.42,9937,3120,TCP,1055,Data,HTTP,IoC Detected,95.55,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Abram Date,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ks-IN) AppleWebKit/535.18.2 (KHTML, like Gecko) Version/3.0.5 Mobile/8B111 Safari/6535.18.2",Segment B,"Gangtok, Himachal Pradesh",197.14.185.217,No Log Data,No Alert Data,Server
2021-07-14 01:07:52,120.15.87.213,142.49.55.90,24681,12125,TCP,389,Control,HTTP,IoC Detected,96.14,No Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Tejas Tiwari,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/5.0),Segment B,"Pallavaram, Sikkim",136.220.233.57,No Log Data,Alert Data,Server
2020-12-16 18:19:20,3.100.35.157,160.134.199.236,27186,12488,TCP,1046,Data,DNS,IoC Detected,92.22,No Alert Triggered,Malware,Known Pattern A,Ignored,High,Pihu Kala,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_9; rv:1.9.6.20) Gecko/8136-10-12 08:43:28 Firefox/3.8,Segment B,"Rajkot, West Bengal",?,Log Data,Alert Data,Server
2021-03-19 04:19:03,219.206.202.252,83.30.228.218,36174,42206,ICMP,1061,Data,FTP,IoC Detected,77.45,Alert Triggered,Intrusion,Known Pattern A,Logged,Low,Dharmajan Tella,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_3 rv:5.0; yue-HK) AppleWebKit/534.11.3 (KHTML, like Gecko) Version/4.0 Safari/534.11.3",Segment A,"Bathinda, Uttar Pradesh",33.34.100.107,Log Data,Alert Data,Server
2021-12-26 06:02:49,204.96.99.58,130.17.54.121,11187,14507,UDP,859,Data,FTP,IoC Detected,74.81,No Alert Triggered,DDoS,Known Pattern B,Blocked,High,Gokul Sathe,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/63.0.869.0 Safari/534.0",Segment C,"Sri Ganganagar, Assam",112.69.222.158,No Log Data,No Alert Data,Server
